Name,Location,Type,Rating,Price
Pure Veg Meals by Lunchbox,vishrantwadi,"North Indian, Desserts, Biryani",3.8,200 FOR TWO
Shiv Kailash,vishrantwadi,"Beverages, Sweets",--,200 FOR TWO
Baskin Robbins,vishrantwadi,"Desserts, Ice Cream",4.3,250 FOR TWO
Sagar,vishrantwadi,"North Indian, South Indian, Chinese",4.1,550 FOR TWO
Venky's Xperience,vishrantwadi,Indian,4.2,400 FOR TWO
Hotel Vandan Pure Veg,vishrantwadi,"South Indian, Indian, Fast Food, Snacks, Juices",--,250 FOR TWO
Devins Bakery,vishrantwadi,Bakery,--,400 FOR TWO
Ramsar Bakery,vishrantwadi,"Bakery, Snacks, Desserts, Fast Food, Beverages, Indian, Street Food",4.2,300 FOR TWO
SWAD,vishrantwadi,"Ice Cream, Beverages",--,200 FOR TWO
Panchali Restaurant,vishrantwadi,North Indian,4.2,500 FOR TWO
Hindavi Swarajya Special Tupatil Sabudane Wade,vishrantwadi,"Snacks, Maharashtrian, Fast Food",4.8,100 FOR TWO
Cafe Coffee Pics,vishrantwadi,"Beverages, Pizzas",--,300 FOR TWO
Ccp Fast Food	,vishrantwadi,"Fast Food, Burgers, Snacks",--,300 FOR TWO
FASTING AND FESTIVAL - PURE VEG,vishrantwadi,South Indian,3.4,250 FOR TWO
Hotel Taste Master,vishrantwadi,Maharashtrian,--,150 FOR TWO
CLASSIC CAFE - PURE VEG,vishrantwadi,"South Indian, Snacks",--,200 FOR TWO
Hotel Western	,vishrantwadi,"Indian, Snacks",--,200 FOR TWO
AASWAAD PURE VEG,vishrantwadi,Indian,--,300 FOR TWO
Ganesh Bhavan Sweets and Snacks,vishrantwadi,"Sweets, Snacks",4.3,100 FOR TWO
MAHARASHTRIAN FOOD - PURE VEG,vishrantwadi,"Maharashtrian, Indian",3.8,250 FOR TWO
Ramji samosewale and litti chokha bandar,vishrantwadi,"Snacks, Beverages",3.9,350 FOR TWO
Hotel Classic Food,vishrantwadi,Maharashtrian,--,150 FOR TWO
TASTE KING - PURE VEG,vishrantwadi,Indian,--,250 FOR TWO
TASTE OF PUNE - PURE VEG,vishrantwadi,Indian,--,300 FOR TWO
INVITATION,vishrantwadi,"South Indian, Indian",--,250 FOR TWO
Niranjan Veg Restaurant,vishrantwadi,"South Indian, Maharashtrian, Chinese, Fast Food, Beverages",4.5,400 FOR TWO
Sharvaree Restaurant,vishrantwadi,"Maharashtrian, North Indian, Chinese",4.4,700 FOR TWO
Faasos - Wraps & Rolls,vishrantwadi,"Fast Food, North Indian, Street Food, Desserts",4.4,200 FOR TWO
BreakFast,vishrantwadi,South Indian,4.4,150 FOR TWO
SOLTY FAST FOOD (real taste of Chinese) since 1998,vishrantwadi,Chinese,--,200 FOR TWO
Maratha Burger And Cafe Delight,vishrantwadi,Beverages,--,300 FOR TWO
Swaad Pure Veg,vishrantwadi,Indian,--,299 FOR TWO
Chirp Cafe,vishrantwadi,"Beverages, Chinese, Indian, Italian, Pizzas",4.2,400 FOR TWO
Sweet Truth - Cake and Desserts,vishrantwadi,"Bakery, Desserts",4.2,450 FOR TWO
Shiv Sagar,vishrantwadi,"North Indian, South Indian, Chinese, Fast Food",4.3,300 FOR TWO
Dakshination,vishrantwadi,Indian,--,290 FOR TWO
HOT KATHI ROLLS,vishrantwadi,"Snacks, Indian",--,200 FOR TWO
Gulp,vishrantwadi,"Beverages, Desserts",4.3,200 FOR TWO
Chai Ya Coffee?,vishrantwadi,"Bakery, Beverages, Desserts",--,200 FOR TWO
Santosh Bakery,vishrantwadi,Bakery,4.8,100 FOR TWO
Faasos' Signature Wraps & Rolls,vishrantwadi,"Snacks, Beverages, Desserts, Indian",--,350 FOR TWO
EatFit,vishrantwadi,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.2,270 FOR TWO
Great Indian Khichdi by EatFit,vishrantwadi,"Indian, Home Food, Healthy Food, Snacks",4.3,200 FOR TWO
HRX by EatFit,vishrantwadi,"Healthy Food, Salads, Keto",4.3,270 FOR TWO
The Hoagie Club - Gourmet Subs and Salads,vishrantwadi,"Healthy Food, Salads, American, Beverages",--,450 FOR TWO
COFFEE NATION,vishrantwadi,Indian,--,300 FOR TWO
Kiosk Kaffee,vishrantwadi,Beverages,--,150 FOR TWO
Blue Tokai Coffee Roasters,vishrantwadi,"Desserts, Beverages, Healthy Food, Pizzas, Waffle, Salads, Pastas",4.5,600 FOR TWO
Home Plate by EatFit,vishrantwadi,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.8,160 FOR TWO
Samosa Singh,vishrantwadi,"North Indian, Indian, Snacks, Street Food",3.7,150 FOR TWO
Suchali's Artisan Bakehouse,vishrantwadi,"Bakery, Beverages",--,600 FOR TWO
M.D. Kitchen,vishrantwadi,"North Indian, Fast Food",--,200 FOR TWO
Sushi Stix,vishrantwadi,Japanese,--,500 FOR TWO
ITC Fabelle Chocolates,vishrantwadi,"Bakery, Desserts",5.0,600 FOR TWO
Wok toss,vishrantwadi,"Pan-Asian, Chinese, Thai, Indonesian, Desserts",--,400 FOR TWO
E- SQUARE THE FERN,vishrantwadi,"Chinese, North Indian, Punjabi, Snacks",--,500 FOR TWO
VISHNUKRUPA HALL,vishrantwadi,"Indian, Snacks",--,200 FOR TWO
Roopali Restaurant - FC Road,vishrantwadi,"South Indian, North Indian, Beverages",4.6,300 FOR TWO
Cafe Goodluck,vishrantwadi,"North Indian, Biryani, Snacks, Beverages, Bakery",4.3,350 FOR TWO
Subway,vishrantwadi,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.4,350 FOR TWO
Barista,ammunition-factory-khadki,"Beverages, Snacks, Desserts",3.9,350 FOR TWO
"New Sagar Hotel, Khadki",ammunition-factory-khadki,"Snacks, South Indian, Sweets",--,100 FOR TWO
Chitale Bandhu Mithaiwale,ammunition-factory-khadki,"Sweets, Snacks",--,350 FOR TWO
Starbucks Coffee,ammunition-factory-khadki,Beverages,4.7,400 FOR TWO
Joshi Wadewale,ammunition-factory-khadki,"Street Food, South Indian",4.1,100 FOR TWO
SP Snacks Centre,ammunition-factory-khadki,"Beverages, Fast Food, South Indian",--,100 FOR TWO
Shri Chaturshringi mata Snacks center,ammunition-factory-khadki,Indian,4.0,200 FOR TWO
Naadbramha Idli,ammunition-factory-khadki,"South Indian, Beverages",4.5,200 FOR TWO
Ashok Tea Centre,ammunition-factory-khadki,"South Indian, Beverages",--,100 FOR TWO
Nandu's Paratha & TND Fastfood,ammunition-factory-khadki,North Indian,4.1,300 FOR TWO
Torna Misal Pure Veg,ammunition-factory-khadki,"Indian, Beverages",--,250 FOR TWO
SOLTY FAST FOOD (real taste of Chinese) since 1998,ammunition-factory-khadki,Chinese,--,200 FOR TWO
Samudra Veg,ammunition-factory-khadki,"North Indian, Chinese, South Indian",4.4,450 FOR TWO
SAM's Cafe & Cake shop,ammunition-factory-khadki,"Continental, Fast Food, Cafe, Bakery",--,250 FOR TWO
Ishan Pure Veg,ammunition-factory-khadki,"North Indian, Chinese, South Indian, Beverages",4.5,400 FOR TWO
VAIJNATH VEG NONVEG HOTEL,ammunition-factory-khadki,Punjabi,3.7,200 FOR TWO
G-1 Juice Center,ammunition-factory-khadki,Beverages,--,150 FOR TWO
NISARG HOTEL MISAL HOUSE,ammunition-factory-khadki,"Snacks, Beverages",4.1,200 FOR TWO
RushHrs,ammunition-factory-khadki,"Salads, Healthy Food",4.1,400 FOR TWO
Sana' s kitchen,ammunition-factory-khadki,"Desserts, Sweets, Fast Food, Beverages",--,100 FOR TWO
JOGESHWARI MISAL & BHEL,ammunition-factory-khadki,"Chaat, Snacks",--,200 FOR TWO
Abhishek Veg Restaurant,ammunition-factory-khadki,"North Indian, Chinese",4.3,500 FOR TWO
Niranjan Veg Restaurant,ammunition-factory-khadki,"South Indian, Maharashtrian, Chinese, Fast Food, Beverages",4.5,400 FOR TWO
Taste Of myINDIA,ammunition-factory-khadki,North Indian,--,200 FOR TWO
Nisha Gruha Udyog,ammunition-factory-khadki,"Maharashtrian, Street Food",--,200 FOR TWO
DURVA MODAK CENTER,ammunition-factory-khadki,"Sweets, Snacks",4.3,150 FOR TWO
Palace of Theme Cakes,ammunition-factory-khadki,Bakery,--,400 FOR TWO
Maharaja Wada,ammunition-factory-khadki,"Indian, Chaat, Beverages, Pizzas",4.6,150 FOR TWO
Tatya Misal House,ammunition-factory-khadki,"Maharashtrian, Street Food",--,200 FOR TWO
Panchali Restaurant,ammunition-factory-khadki,North Indian,4.2,500 FOR TWO
Morya Misal,ammunition-factory-khadki,"Snacks, Beverages",--,200 FOR TWO
SIDDHI GANESHA VEG BHOJANALAY,ammunition-factory-khadki,Indian,--,200 FOR TWO
Hindavi Swarajya Special Tupatil Sabudane Wade,ammunition-factory-khadki,"Snacks, Maharashtrian, Fast Food",4.8,100 FOR TWO
Ramsar Bakery,ammunition-factory-khadki,"Bakery, Snacks, Desserts, Fast Food, Beverages, Indian, Street Food",4.2,300 FOR TWO
Patil Chat Centre,ammunition-factory-khadki,"Chaat, Fast Food, South Indian",--,250 FOR TWO
Faasos - Wraps & Rolls,ammunition-factory-khadki,"Fast Food, North Indian, Street Food, Desserts",4.2,200 FOR TWO
Dakshination,ammunition-factory-khadki,Indian,--,290 FOR TWO
Sharvaree Restaurant,ammunition-factory-khadki,"Maharashtrian, North Indian, Chinese",4.4,700 FOR TWO
AAMHI POHEKAR,ammunition-factory-khadki,Snacks,4.5,200 FOR TWO
Baskin Robbins,ammunition-factory-khadki,"Desserts, Ice Cream",3.8,250 FOR TWO
The Brooklyn Creamery - Healthy Ice Cream,ammunition-factory-khadki,"Desserts, Ice Cream, Healthy Food",--,200 FOR TWO
Hotel Shree Vinayaka Pure Veg,ammunition-factory-khadki,"North Indian, Chinese, South Indian",4.0,300 FOR TWO
LunchBox - Meals and Thalis,ammunition-factory-khadki,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.2,200 FOR TWO
Shreya Cakes Studio,ammunition-factory-khadki,Bakery,--,300 FOR TWO
Nilaya Food and Zillion Cafe,ammunition-factory-khadki,"Snacks, North Indian",--,350 FOR TWO
Faasos' Signature Wraps & Rolls,ammunition-factory-khadki,"Snacks, Beverages, Desserts, Indian",4.0,350 FOR TWO
Haldiram's Sweets and Namkeen,ammunition-factory-khadki,"South Indian, North Indian, Indian, Fast Food, Snacks",4.5,200 FOR TWO
Sudamache Pohe,ammunition-factory-khadki,Snacks,4.5,100 FOR TWO
Swad E Sindh,ammunition-factory-khadki,North Indian,3.8,150 FOR TWO
Pure Veg Meals by Lunchbox,ammunition-factory-khadki,"North Indian, Desserts, Biryani",4.0,200 FOR TWO
Zen Cafe,ammunition-factory-khadki,European,4.4,800 FOR TWO
Sweet Truth - Cake and Desserts,ammunition-factory-khadki,"Bakery, Desserts",4.2,450 FOR TWO
Haldiram's Restaurant,ammunition-factory-khadki,"Chaat, North Indian, South Indian, Fast Food, Beverages, Desserts",4.3,300 FOR TWO
Samosa Singh,ammunition-factory-khadki,"North Indian, Indian, Snacks, Street Food",3.7,150 FOR TWO
JAI SHREE KRUSHNA PURE VEG,ammunition-factory-khadki,"Indian, Biryani",--,500 FOR TWO
Ribbons & Balloons,ammunition-factory-khadki,Bakery,--,300 FOR TWO
EatFit,ammunition-factory-khadki,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",4.2,270 FOR TWO
Santosh Bakery,ammunition-factory-khadki,Bakery,4.8,100 FOR TWO
Great Indian Khichdi by EatFit,ammunition-factory-khadki,"Indian, Home Food, Healthy Food, Snacks",4.3,200 FOR TWO
HRX by EatFit,ammunition-factory-khadki,"Healthy Food, Salads, Keto",4.3,270 FOR TWO
Shegaon Kachori,ammunition-factory-khadki,North Indian,--,200 FOR TWO
Sushi Stix,ammunition-factory-khadki,Japanese,--,500 FOR TWO
New Punjab Rasoi Kitchen,ammunition-factory-khadki,"North Indian, Biryani, Punjabi, Indian, Desserts",2.0,349 FOR TWO
Blue Tokai Coffee Roasters,ammunition-factory-khadki,"Desserts, Beverages, Healthy Food, Pizzas, Waffle, Salads, Pastas",4.5,600 FOR TWO
The Puneri Breakfast,ammunition-factory-khadki,"Fast Food, South Indian",3.9,150 FOR TWO
Home Plate by EatFit,ammunition-factory-khadki,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",3.8,160 FOR TWO
M S Chinese,ammunition-factory-khadki,Chinese,--,200 FOR TWO
HOT KATHI ROLLS,ammunition-factory-khadki,"Snacks, Indian",--,200 FOR TWO
Wok toss,ammunition-factory-khadki,"Pan-Asian, Chinese, Thai, Indonesian, Desserts",--,400 FOR TWO
E- SQUARE THE FERN,ammunition-factory-khadki,"Chinese, North Indian, Punjabi, Snacks",--,500 FOR TWO
Momo Box Express,ammunition-factory-khadki,"Chinese, Snacks, Street Food",--,200 FOR TWO
Up South Express,ammunition-factory-khadki,South Indian,--,600 FOR TWO
Radio Shack Sea Food Restaurant,ammunition-factory-khadki,"North Indian, Chinese, Pizzas",1.9,500 FOR TWO
COFFEE NATION,ammunition-factory-khadki,Indian,--,300 FOR TWO
Subway,ammunition-factory-khadki,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,350 FOR TWO
Royalisto Thickshakes,ammunition-factory-khadki,"Beverages, Desserts, Bakery",--,250 FOR TWO
The Dessert Heaven - Pure Veg,ammunition-factory-khadki,"Bakery, Desserts, Sweets, Ice Cream",4.2,200 FOR TWO
Suchali's Artisan Bakehouse,ammunition-factory-khadki,"Bakery, Beverages",--,600 FOR TWO
Roopali Restaurant - FC Road,ammunition-factory-khadki,"South Indian, North Indian, Beverages",4.6,300 FOR TWO
Cheesecakes By CakeZone,ammunition-factory-khadki,"Desserts, Bakery",4.7,200 FOR TWO
Momo Shomo,ammunition-factory-khadki,Chinese,--,100 FOR TWO
The Hoagie Club - Gourmet Subs and Salads,ammunition-factory-khadki,"Healthy Food, Salads, American, Beverages",--,450 FOR TWO
ITC Fabelle Chocolates,ammunition-factory-khadki,"Bakery, Desserts",5.0,600 FOR TWO
Tea Post,ammunition-factory-khadki,"Beverages, Snacks",--,300 FOR TWO
Mughal Rasoi & Tandoor,ammunition-factory-khadki,"North Indian, Chinese, Snacks, Indian, South Indian, Desserts, Beverages",--,500 FOR TWO
Sankalp Paratha House And Breakfast,ammunition-factory-khadki,"North Indian, Kebabs",--,200 FOR TWO
Jashn E Darbaar,ammunition-factory-khadki,"North Indian, Chinese, Snacks, Tandoor, South Indian, Desserts, Beverages",--,400 FOR TWO
BreakFast,ammunition-factory-khadki,South Indian,4.4,150 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,ammunition-factory-khadki,"Desserts, Ice Cream, Ice Cream Cakes",4.4,300 FOR TWO
Pankaj`S Sambar,ammunition-factory-khadki,"South Indian, Chinese, Snacks, Beverages",--,350 FOR TWO
Sante Spa Cuisine,ammunition-factory-khadki,"Indian, Asian, Italian",4.1,1000 FOR TWO
Fithulk Lassi Bar,ammunition-factory-khadki,"Beverages, Fast Food",--,200 FOR TWO
Aamchya Gawat,ammunition-factory-khadki,"Maharashtrian, South Indian, Punjabi, Beverages",3.7,200 FOR TWO
Sharvari S Snacks	,ammunition-factory-khadki,"Beverages, Chinese, Sweets",--,300 FOR TWO
BEANS BAR,ammunition-factory-khadki,"Beverages, Fast Food",--,200 FOR TWO
Kiosk Kaffee,ammunition-factory-khadki,Beverages,--,150 FOR TWO
Chirp Cafe,ammunition-factory-khadki,"Beverages, Chinese, Indian, Italian, Pizzas",4.2,400 FOR TWO
Cafe Kathaa,ammunition-factory-khadki,"Continental, Healthy Food, Beverages",--,550 FOR TWO
Wich Wich,ammunition-factory-khadki,Fast Food,--,200 FOR TWO
Gulp,ammunition-factory-khadki,"Beverages, Desserts",4.3,200 FOR TWO
Kaldis Berry,ammunition-factory-khadki,"Snacks, Beverages, Indian",--,300 FOR TWO
Chai Ya Coffee?,ammunition-factory-khadki,"Bakery, Beverages, Desserts",--,200 FOR TWO
EK PREMACHA CHAHA,ammunition-factory-khadki,Beverages,--,60 FOR TWO
La Bouchee d'Or,ammunition-factory-khadki,"Bakery, Desserts",4.9,400 FOR TWO
Anna Idli,ammunition-factory-khadki,South Indian,4.4,300 FOR TWO
Cafe Durga - Wadia College,ammunition-factory-khadki,"Beverages, Fast Food, Indian",--,250 FOR TWO
Kannu Ki Chai,ammunition-factory-khadki,"Beverages, Fast Food, Snacks",4.2,350 FOR TWO
Nashtaram,ammunition-factory-khadki,Indian,--,100 FOR TWO
Delicious Maggi,ammunition-factory-khadki,"Snacks, Pastas, Beverages",--,300 FOR TWO
Buddha Paradise,ammunition-factory-khadki,"South Indian, Fast Food, Chinese",3.8,250 FOR TWO
Bhuka Burger,ammunition-factory-khadki,Burgers,--,400 FOR TWO
Creamy Cad Coffee,ammunition-factory-khadki,Beverages,--,200 FOR TWO
Creamy Cad Coffee,ammunition-factory-khadki,Beverages,--,200 FOR TWO
Yummy Pasta & Fries,ammunition-factory-khadki,"Pastas, Snacks, Beverages",--,300 FOR TWO
Cafe Goodluck,ammunition-factory-khadki,"North Indian, Biryani, Snacks, Beverages, Bakery",4.3,350 FOR TWO
The Cake & Cream Factory,ammunition-factory-khadki,Bakery,4.4,200 FOR TWO
Cafe Peter,ammunition-factory-khadki,Continental,2.7,350 FOR TWO
Shiv Sagar,ammunition-factory-khadki,"North Indian, South Indian, Chinese, Fast Food",4.3,300 FOR TWO
Baker's Basket,ammunition-factory-khadki,"Bakery, Desserts",4.6,400 FOR TWO
The Baker's Dozen,ammunition-factory-khadki,"Bakery, Desserts, Juices, Beverages, Snacks",4.1,300 FOR TWO
Rohit Wadewale,ammunition-factory-khadki,"Maharashtrian, Beverages, Snacks, Bakery, Fast Food",4.0,250 FOR TWO
WAGH BAKRI TEA LOUNGE,ammunition-factory-khadki,"Beverages, Snacks, Bakery",4.1,500 FOR TWO
Abhiman Pure Veg,ammunition-factory-khadki,"North Indian, Chinese",4.1,450 FOR TWO
R K Kitchen,ammunition-factory-khadki,"Beverages, Indian, Snacks",4.4,200 FOR TWO
Banglore Iyanger Bakery,ammunition-factory-khadki,"Bakery, Desserts",--,200 FOR TWO
Tea Fancilla,ammunition-factory-khadki,"Indian, Beverages, North Indian, Maharashtrian, Italian, Snacks",--,400 FOR TWO
THE CREMA,ammunition-factory-khadki,"Beverages, Desserts",--,200 FOR TWO
Katakirr Misal,ammunition-factory-khadki,"Maharashtrian, Snacks",3.5,200 FOR TWO
Theobroma,aundh-camp,"Bakery, Desserts",4.6,500 FOR TWO
Krushna Pure Veg,aundh-camp,"South Indian, Indian, Chinese",4.3,300 FOR TWO
McDonald's,aundh-camp,"Burgers, Beverages, Cafe, Desserts",4.3,400 FOR TWO
Butterwala & Co.,aundh-camp,"Bakery, Fast Food, North Indian, Parsi, Mughlai, Turkish",4.1,300 FOR TWO
Puneri Katta,aundh-camp,"Snacks, Fast Food, Maharashtrian",4.1,200 FOR TWO
S Kumar Wadewale,aundh-camp,"Street Food, Maharashtrian",4.3,100 FOR TWO
Indore Streets,aundh-camp,"Snacks, Sweets, Beverages",3.8,100 FOR TWO
Golden Cakes,aundh-camp,Desserts,--,800 FOR TWO
"Karachi Sweet Mart , Fatima Nagar",aundh-camp,"Sweets, Street Food",4.3,250 FOR TWO
Third Wave Coffee,aundh-camp,"Beverages, Desserts, Bakery",4.3,400 FOR TWO
Noble Bake House,aundh-camp,Bakery,4.5,200 FOR TWO
NAADBRAMHA IDLI,aundh-camp,"South Indian, Beverages",--,100 FOR TWO
Srinidhi Veg,aundh-camp,"North Indian, South Indian, Chinese",4.3,350 FOR TWO
Joshi Wadewale,aundh-camp,Snacks,3.8,150 FOR TWO
Tawa Town	,aundh-camp,"Indian, Snacks, Fast Food",--,400 FOR TWO
Cafe India,aundh-camp,"Snacks, Street Food, Beverages",4.3,200 FOR TWO
McDonald's Gourmet Burger Collection,aundh-camp,"Burgers, Beverages, Cafe, Desserts",3.9,600 FOR TWO
Jyoti Restaurant,aundh-camp,"North Indian, South Indian, Beverages, Ice Cream, Chinese, Snacks",4.3,300 FOR TWO
Theobroma,aundh-camp,"Bakery, Desserts",4.6,500 FOR TWO
McCafe by McDonald's,aundh-camp,"American, Beverages, Desserts",--,250 FOR TWO
Mahalaxmi Pure Veg,aundh-camp,"Street Food, Snacks",--,150 FOR TWO
Third Wave Coffee,aundh-camp,"Beverages, Desserts, Bakery",4.3,400 FOR TWO
pandit paan prathistan,aundh-camp,Paan,--,50 FOR TWO
Kwality Walls Frozen Dessert and Ice Cream Shop,aundh-camp,"Desserts, Ice Cream, Ice Cream Cakes",--,300 FOR TWO
Chai - The Way You Like It,aundh-camp,Fast Food,4.2,250 FOR TWO
Kaka Halwai,aundh-camp,"Sweets, Snacks, Desserts, Bakery, Bengali, North Indian, Punjabi, Gujarati, Chaa...",4.1,150 FOR TWO
Hashtag Kolhapur,aundh-camp,"Maharashtrian, North Indian",--,300 FOR TWO
Meghdoot's,aundh-camp,"North Indian, South Indian, Chinese",4.1,350 FOR TWO
SOUTH STORIES,aundh-camp,Indian,3.0,500 FOR TWO
DESI MEALS,aundh-camp,Indian,--,400 FOR TWO
Cafe Durga - Gangadham,aundh-camp,"South Indian, Pizzas, Beverages",--,150 FOR TWO
PUNERI PAV BHAJI,aundh-camp,"Fast Food, Beverages, Snacks",--,400 FOR TWO
Sardar Pav Bhaji,aundh-camp,"Snacks, Indian",--,500 FOR TWO
HAYYAT ENTERPRISES,aundh-camp,"Chinese, Snacks",--,100 FOR TWO
ANNA DOSA POINT,aundh-camp,"South Indian, Beverages",--,300 FOR TWO
FNP Cakes,aundh-camp,"Bakery, Desserts",--,499 FOR TWO
Jai Hind Bakery,aundh-camp,"Bakery, Snacks",--,100 FOR TWO
Live Cake,aundh-camp,Desserts,--,300 FOR TWO
Hite Bar,aundh-camp,Fast Food,4.2,300 FOR TWO
Marzorin Express,aundh-camp,"Bakery, Desserts, Beverages, Snacks",4.3,300 FOR TWO
Kaka wadewale,aundh-camp,"Snacks, Chaat, Beverages",3.9,150 FOR TWO
Kiosk Kaffee,aundh-camp,Beverages,--,200 FOR TWO
Arkie's Born Bakers,aundh-camp,Bakery,4.4,300 FOR TWO
RED CHILLIES VEG,aundh-camp,"North Indian, South Indian, Chinese, Snacks, Punjabi",4.0,130 FOR TWO
Swiss Bakes,aundh-camp,"Desserts, Bakery",4.0,250 FOR TWO
Peter's Pan,aundh-camp,"American, Italian, Beverages",3.5,400 FOR TWO
Fantasy Bakery N Patisserie,aundh-camp,"Bakery, Desserts",--,100 FOR TWO
Merwans Cake Stop,aundh-camp,"Bakery, Desserts",4.5,400 FOR TWO
Oota Maadi,aundh-camp,"South Indian, Beverages",4.2,200 FOR TWO
South Samrat Pure Veg ,aundh-camp,"North Indian, South Indian, Chinese",4.3,300 FOR TWO
S.A Dosa Cafe,aundh-camp,"South Indian, Beverages, Fast Food",--,300 FOR TWO
Noble Bake Food,aundh-camp,Bakery,4.5,100 FOR TWO
Haldiram's Restaurant,aundh-camp,"Chaat, North Indian, South Indian, Desserts, Fast Food, Beverages",4.2,300 FOR TWO
Sardarji's Paratha & Chaap House,aundh-camp,"North Indian, Beverages",4.0,250 FOR TWO
Italian Pizza Shop,aundh-camp,"Italian, American, Fast Food",--,400 FOR TWO
Faasos - Wraps & Rolls,aundh-camp,"Fast Food, North Indian, Street Food, Desserts",4.2,200 FOR TWO
Cafe Paradise,aundh-camp,"Chinese, Snacks, Beverages",--,200 FOR TWO
LunchBox - Meals and Thalis,aundh-camp,"North Indian, Punjabi, Biryani, Healthy Food, Jain, Thalis, Indian, Mughlai, Des...",4.2,200 FOR TWO
Nothing But Chicken,aundh-camp,"Salads, Fast Food",4.3,400 FOR TWO
Chitale Bandhu Mithaiwale,aundh-camp,"Sweets, Snacks",4.7,400 FOR TWO
KANNU KI CHAI,aundh-camp,"Italian, Beverages",4.5,350 FOR TWO
Kaka Halwai Namkeens And Sweets,aundh-camp,"Sweets, Snacks",4.1,300 FOR TWO
Dk's Pizza & Burger Palace,aundh-camp,"Pizzas, Italian, Fast Food",--,300 FOR TWO
Ar-Razzaq Snack'S Centre	,aundh-camp,"Snacks, Fast Food",--,300 FOR TWO
Tasty Bites,aundh-camp,Chaat,--,200 FOR TWO
SINDHI BREAKFAST CORNER,aundh-camp,"Sindhi, South Indian",--,100 FOR TWO
Mrs B American Artisan Baker,aundh-camp,"Bakery, Desserts",--,200 FOR TWO
We Idliwale,aundh-camp,South Indian,4.2,300 FOR TWO
Local Pizza Hut,aundh-camp,"Pizzas, Italian-American, Snacks, Fast Food, Beverages",--,350 FOR TWO
Bliss Bakery & Cafe,aundh-camp,"Desserts, Bakery",4.2,350 FOR TWO
Pizza & Burger Studio,aundh-camp,"Pizzas, Italian, Fast Food",--,300 FOR TWO
Heart Of Pizza And Burger,aundh-camp,"Beverages, Pizzas, Fast Food",--,350 FOR TWO
Kekiz Cake And Cafe,aundh-camp,Bakery,--,300 FOR TWO
Angadpal Tiffin Service And Catering Service,aundh-camp,"Indian, North Indian",--,200 FOR TWO
Pure Veg Meals by Lunchbox,aundh-camp,"North Indian, Desserts, Biryani",4.0,200 FOR TWO
SLAY Coffee,aundh-camp,"Beverages, Desserts",4.4,200 FOR TWO
Fast Food Express,aundh-camp,"Italian-American, Fast Food, Snacks",--,400 FOR TWO
